numero_processo,data_movimento,descricao_movimento
02800196420218060055,07/12/2022,Juntada de Petição Nº Protocolo: WCND.22.01305985-0 Tipo da Petição: Parecer do Ministério Público Data:  08:57
02800196420218060055,04/12/2022,Certidão emitida
02800196420218060055,23/11/2022,Certidão emitida
02800196420218060055,23/11/2022,"Expedição de Ato Ordinatório Conforme disposição expressa nos arts. 129 a 133 do Provimento nº 02/2021, publicado às fls. 24/99 do DJ-e que circulou em 28/01/2021, emanado da Corregedoria Geral da Justiça do Estado do Ceará, para que possa imprimir andamento ao processo, VISTA AO MP."
02800196420218060055,17/11/2022,Certidão emitida
02800196420218060055,17/11/2022,Certidão emitida
02800196420218060055,17/11/2022,Juntada de documento
02800196420218060055,17/11/2022,Juntada de documento
02800196420218060055,04/11/2022,Expedição de Mandado Mandado nº: 055.2022/007899-1 Situação: Cumprido - Ato positivo em 17/11/2022 Local: Oficial de justiça - ANTONIO XAVIER GOMES
02800196420218060055,28/10/2022,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico Relação: 0619/2022 Data da Publicação: 01/11/2022 Número do Diário: 2958
02800196420218060055,28/10/2022,Certidão emitida
02800196420218060055,28/10/2022,Certidão emitida
02800196420218060055,27/10/2022,"Encaminhado edital/relação para publicação Relação: 0619/2022 Teor do ato: Aberta a audiência, verificou-se a impossibilidade temporária do defensor público de atuar, sendo então nomeado, exclusivamente para o ato, o advogado Dr. Alex Renan da Silva, OAB/CE nº 40.370-B. Em seguida, foi dada ciência ao autor do fato e ao advogado, da proposta de Transação Penal, formulada pelo Ministério Público, conforme art. 76, § 4º da Lei nº 9099/95, a qual foi apresentada nos seguintes termos: considerando que o autor do fato atende aos requisitos subjetivos previstos no art. 76, § 2o, da Lei n. 9.099/95, propõe-se ao mesmo a transação penal de prestação pecuniária no valor de 01 (um) salário mínimo, dividido em 3 prestações de R$ 404,00, a serem pagas a primeira até o dia 22/08/2022, e as demais nos dias 22 dos meses subsequentes, cujos valores serão depositados no CPA nº 8500109-41.2019.8.06.0055, na Conta Judicial nº 0746.040.01502367-8, Agência da Caixa Econômica Federal, de Canindé/CE, trazendo-se aos autos os respectivos recibos bancários. Ouvidos novamente, o autor do fato e sua defesa ratificaram os termos da transação fixados. Ato contínuo, o MM. Juiz proferiu a seguinte sentença: HOMOLOGO para que produza os jurídicos e legais efeitos, a transação penal proposta pelo Ministério Público e aceita pela autora do fato, nos termos acima, devendo ser cumprida nas condições a que a mesma se comprometeu, ressaltando-se que esta sanção não constará de certidões de antecedentes criminais, salvo para o fim de impedir a concessão do mesmo benefício pelo prazo de cinco anos (parágrafos 4º e 6º, do artigo 76, da Lei 9.099/95). Publicada em audiência e intimados os presentes, dê-se vista ao Ministério Público. Registre-se a decisão. Por fim, ante a nomeação de advogado dativo, fixo honorários de R$ 400,00 (quatrocentos reais) a serem custeados pelo Estado do Ceará em favor de Dr. Alex Renan da Silva, OAB/CE nº 40.370-B, devido à impossibilidade temporária do e Defensor Público atuante na comarca para atuação em prol de réu sem representante processual constituído (art. 22, § 1º, da Lei nº 8.906/1994). Eis o entendimento do Superior Tribunal de Justiça; ""fixação dos honorários ao defensor dativo é de responsabilidade do Estado, nos termos do art. 22, § 1º, da Lei n. 8.906/1994 e o pedido de arbitramento de deve ser formulado na origem"" (AgRg no AgRg no AREsp 1556343/SC, Rel. Ministro Joel Ilan Paciornik, Quinta Turma, julgado em 06/10/2020, DJe 13/10/2020; AgRg no AREsp 1448743/SC, Rel. Ministro Nefi Cordeiro, Sexta Turma, julgado em 26/05/2020, DJe 02/06/2020; REsp 1656322/SC, Rel. Ministro Rogerio Schietti Cruz, Terceira Seção, julgado em 23/10/2019, DJe 04/11/2019). Esclareço que o arbitramento levou em consideração o grau de zelo do profissional, o lugar de prestação do serviço, a natureza e a importância da causa e o trabalho realizado pelo advogado e o tempo exigido para o seu serviço. Intime-se a Procuradoria-Geral do Estado do Ceará e expeça-se em favor do causídico a certidão de crédito, conforme art. 6º, § 1º, do Provimento nº 11/2021 da CGJCE. Advogados(s): Alex Renan da Silva (OAB 40370B/CE)"
02800196420218060055,29/09/2022,"Proferido despacho de mero expediente Certifique a Secretaria o cumprimento da prestação pecuniária definida em sede de transação penal (págs. 44/45). Em resposta negativa ao pagamento das parcelas, intime-se o autor do fato para que esclareça o motivo do inadimplemento e efetue, imediatamente, a quitação do débito, sob pena de revogação da transação penal. Empós, vistas ao Ministério Público. Cumpra-se, com os expedientes necessários. Canindé (CE), 29 de setembro de 2022. Ariana Cristina de Freitas Juíza"
02800196420218060055,25/07/2022,Certidão emitida
02800196420218060055,23/07/2022,"Expedição de Termo de Audiência Aberta a audiência, verificou-se a impossibilidade temporária do defensor público de atuar, sendo então nomeado, exclusivamente para o ato, o advogado Dr. Alex Renan da Silva, OAB/CE nº 40.370-B. Em seguida, foi dada ciência ao autor do fato e ao advogado, da proposta de Transação Penal, formulada pelo Ministério Público, conforme art. 76, § 4º da Lei nº 9099/95, a qual foi apresentada nos seguintes termos: considerando que o autor do fato atende aos requisitos subjetivos previstos no art. 76, § 2o, da Lei n. 9.099/95, propõe-se ao mesmo a transação penal de prestação pecuniária no valor de 01 (um) salário mínimo, dividido em 3 prestações de R$ 404,00, a serem pagas a primeira até o dia 22/08/2022, e as demais nos dias 22 dos meses subsequentes, cujos valores serão depositados no CPA nº 8500109-41.2019.8.06.0055, na Conta Judicial nº 0746.040.01502367-8, Agência da Caixa Econômica Federal, de Canindé/CE, trazendo-se aos autos os respectivos recibos bancários. Ouvidos novamente, o autor do fato e sua defesa ratificaram os termos da transação fixados. Ato contínuo, o MM. Juiz proferiu a seguinte sentença: HOMOLOGO para que produza os jurídicos e legais efeitos, a transação penal proposta pelo Ministério Público e aceita pela autora do fato, nos termos acima, devendo ser cumprida nas condições a que a mesma se comprometeu, ressaltando-se que esta sanção não constará de certidões de antecedentes criminais, salvo para o fim de impedir a concessão do mesmo benefício pelo prazo de cinco anos (parágrafos 4º e 6º, do artigo 76, da Lei 9.099/95). Publicada em audiência e intimados os presentes, dê-se vista ao Ministério Público. Registre-se a decisão. Por fim, ante a nomeação de advogado dativo, fixo honorários de R$ 400,00 (quatrocentos reais) a serem custeados pelo Estado do Ceará em favor de Dr. Alex Renan da Silva, OAB/CE nº 40.370-B, devido à impossibilidade temporária do e Defensor Público atuante na comarca para atuação em prol de réu sem representante processual constituído (art. 22, § 1º, da Lei nº 8.906/1994). Eis o entendimento do Superior Tribunal de Justiça; ""fixação dos honorários ao defensor dativo é de responsabilidade do Estado, nos termos do art. 22, § 1º, da Lei n. 8.906/1994 e o pedido de arbitramento de deve ser formulado na origem"" (AgRg no AgRg no AREsp 1556343/SC, Rel. Ministro Joel Ilan Paciornik, Quinta Turma, julgado em 06/10/2020, DJe 13/10/2020; AgRg no AREsp 1448743/SC, Rel. Ministro Nefi Cordeiro, Sexta Turma, julgado em 26/05/2020, DJe 02/06/2020; REsp 1656322/SC, Rel. Ministro Rogerio Schietti Cruz, Terceira Seção, julgado em 23/10/2019, DJe 04/11/2019). Esclareço que o arbitramento levou em consideração o grau de zelo do profissional, o lugar de prestação do serviço, a natureza e a importância da causa e o trabalho realizado pelo advogado e o tempo exigido para o seu serviço. Intime-se a Procuradoria-Geral do Estado do Ceará e expeça-se em favor do causídico a certidão de crédito, conforme art. 6º, § 1º, do Provimento nº 11/2021 da CGJCE."
02800196420218060055,22/07/2022,Certidão emitida
02800196420218060055,17/07/2022,Certidão emitida
02800196420218060055,17/07/2022,Juntada de documento
02800196420218060055,17/07/2022,Juntada de documento
02800196420218060055,30/06/2022,Certidão emitida
02800196420218060055,17/06/2022,Expedição de Mandado Mandado nº: 055.2022/004620-8 Situação: Cumprido - Ato positivo em 17/07/2022 Local: Oficial de justiça - ANTONIO XAVIER GOMES
02800196420218060055,17/06/2022,Certidão emitida
02800196420218060055,17/06/2022,Certidão emitida
02800196420218060055,25/02/2022,"Expedição de Ato Ordinatório Conforme disposição expressa nos arts. 129 a 133 do Provimento nº 02/2021, publicado às fls. 24/99 do DJ-e que circulou em 28/01/2021, emanado da Corregedoria Geral da Justiça do Estado do Ceará, para que possa imprimir andamento ao processo, pratico o seguinte ato ordinatório: Fica designada audiência preliminar, por videoconferência, para o dia 22 de julho de 2022, às 09h45min, consoante os termos do(a) despacho/decisão retro. Providências nos sistemas eletrônicos e intimações necessárias, devendo a Secretaria,com urgência e prioridade, ultimar os expedientes ordenados na(s) decisão(ões) respectiva(s) lançada(s) nos autos. Link para acesso (Microsoft Teams): https://link.tjce.jus.br/013317 Qr Code:"
02800196420218060055,10/02/2022,Audiência Designada Preliminar Data: 22/07/2022 Hora 09:45 Local: Sala de Audiência Situacão: Realizada
02800196420218060055,05/02/2022,Proferido despacho de mero expediente Cumpra-se a determinação contida no despacho de pág. 31. Expediente necessário.
02800196420218060055,13/10/2021,"Proferido despacho de mero expediente Designe-se audiência preliminar para fins de oferecimento da transação penal, nos termos do artigo 76 da Lei 9099/1995. Expedientes necessários."
02800196420218060055,26/07/2021,Concluso para Despacho
02800196420218060055,26/07/2021,Juntada de documento
02800196420218060055,26/07/2021,Juntada de documento
02800196420218060055,06/05/2021,Processo Distribuído por Sorteio
00506630820218060055,26/10/2023,Arquivado Definitivamente
00506630820218060055,26/10/2023,Certidão emitida
00506630820218060055,23/10/2023,Certidão emitida
00506630820218060055,17/10/2023,Certidão emitida
00506630820218060055,17/10/2023,Juntada de documento
00506630820218060055,17/10/2023,Juntada de Ofício
00506630820218060055,17/10/2023,Transitado em Julgado
00506630820218060055,07/09/2023,Certidão emitida
00506630820218060055,29/08/2023,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico Relação: 0377/2023 Data da Disponibilização: 28/08/2023 Data da Publicação:  Número do Diário: Página:
00506630820218060055,28/08/2023,"Encaminhado edital/relação para publicação Relação: 0377/2023 Teor do ato: Diante do exposto, JULGO PROCEDENTE o pedido formulado na denúncia, para CONDENAR a acusadaFrancisca da Silva dos Santosna sanção doart. 32, §1º-A e §2º, da Lei nº 9.605/1998. Passo a aplicação da pena para o condenado em estrita observância dos artigos 59 a 68 do CPB. DOSIMETRIA E FIXAÇÃO DA PENA CIRCUNSTÂNCIAS JUDICIAIS: CULPABILIDADE - Verifica-se que se trata de situação revestida de reprovação no meio social. Entretanto, em que pese a reprovação social que impregna as ações aqui discutidas, a conduta mostra-se como inerentes ao próprio tipo legal; ANTECEDENTES - A sentenciada não possui antecedentes criminais; CONDUTA SOCIAL - Não foram colhidos elementos a respeito, razão pela qual deixo de valorar a presente circunstância; MOTIVAÇÃO DO CRIME - normais à espécie; CIRCUNSTÂNCIAS DO CRIME normais ao tipo penal; CONSEQUÊNCIAS DO CRIME - Próprias do tipo. COMPORTAMENTO DA VÍTIMA - Nada se tem a valorar. Tendo por base as considerações acima expendidas e com amparo no art. 68 do CPB, fixo-lhe a seguinte pena-base de 02 (dois) anos de reclusão e pagamento 10 (dez) dias-multa. CIRCUNSTÂNCIAS LEGAIS Não vislumbro agravantes aplicáveis ao caso. Apesar de compreender aplicável a atenuante da confissão espontânea, artigo 65, inciso III, alínea d, do Código Penal, deixo de fazê-la incidir em razão do disposto na Súmula 231 do Superior Tribunal de Justiça. CAUSAS DE AUMENTO E DE DIMINUIÇÃO Na terceira fase do sistema dosimétrico, como restou demonstrado que ocorreu a morte dos animais, aplica-se a causa de aumento de pena prevista no artigo 32, §2º, da Lei 9.605/98, e, em razão da crueldade do meio empregado, bem como a circunstância de que se tratavam de animais indefesos - filhotes, aplico-lhe o patamar máximo de aumento (1/3). Não há causas de diminuição de pena, motivo pelo qual fixo pena definitiva para o delito em análise em 02 (DOIS) ANOS E 8 (OITO) MESES DE RECLUSÃO E 13 (TREZE) DIAS-MULTA. Considerando a situação econômica da ré, fixo, desde logo, o valor do dia multa em 1/30 do salário-mínimo vigente ao tempo do fato, em consonância com o art. 49, § 1º, do CP, valor a ser apurado em sede de execução. Em atenção às circunstâncias judiciais da ré, bem como ao disposto no art. 33, §2º,""c"", CPB, a sentenciada deve iniciar o cumprimento de pena no regime aberto. Presentes os pressupostos do art. 44, §2º do Código Penal, substituo a pena privativa de liberdade por duas penas restritivas de direitos, quais sejam: prestação de serviços à comunidade, consistente na atribuição de tarefas gratuitas à condenada, pelo interregno de tempo da pena privativa de liberdade imposta, cujo cumprimento será definido no Juízo da Execução, facultado seu cumprimento em metade do tempo da pena privativa de liberdade (art. 46, §4º, CP), e pagamento de prestação pecuniária no valor de 02 (dois) salários-mínimos a entidade pública ou privada com destinação social, a ser indicada pelo juízo da execução. Concedo a ré o direito de recorrer em liberdade. Condeno a ré ao pagamento das custas processuais, de acordo com o artigo 804, do Código de Processo Penal, observada a gratuidade de justiça Após o trânsito em julgado: a) Expeçam-se guias definitivas para execução penal; b) Registre-se no sistema POLIS, a suspensão dos direitos políticos; c) Oficie-se ao órgão de estatística competente; d) Inscreva-se o nome do réu no rol dos culpados; e) Arquive-se. Publique-se. Registre-se. Intimem-se. Canindé/CE, data da assinatura digital. LUCIANO NUNES MAIA FREIRE Juiz de Direito Núcleo de Produtividade Remota Ações Ambientais meta 10 CNJ Advogados(s): Francisco Marcelio de Almeida Farias (OAB 6874/CE)"
00506630820218060055,25/08/2023,Certidão emitida
00506630820218060055,25/08/2023,"Julgado procedente o pedido Diante do exposto, JULGO PROCEDENTE o pedido formulado na denúncia, para CONDENAR a acusadaFrancisca da Silva dos Santosna sanção doart. 32, §1º-A e §2º, da Lei nº 9.605/1998. Passo a aplicação da pena para o condenado em estrita observância dos artigos 59 a 68 do CPB. DOSIMETRIA E FIXAÇÃO DA PENA CIRCUNSTÂNCIAS JUDICIAIS: CULPABILIDADE - Verifica-se que se trata de situação revestida de reprovação no meio social. Entretanto, em que pese a reprovação social que impregna as ações aqui discutidas, a conduta mostra-se como inerentes ao próprio tipo legal; ANTECEDENTES - A sentenciada não possui antecedentes criminais; CONDUTA SOCIAL - Não foram colhidos elementos a respeito, razão pela qual deixo de valorar a presente circunstância; MOTIVAÇÃO DO CRIME - normais à espécie; CIRCUNSTÂNCIAS DO CRIME normais ao tipo penal; CONSEQUÊNCIAS DO CRIME - Próprias do tipo. COMPORTAMENTO DA VÍTIMA - Nada se tem a valorar. Tendo por base as considerações acima expendidas e com amparo no art. 68 do CPB, fixo-lhe a seguinte pena-base de 02 (dois) anos de reclusão e pagamento 10 (dez) dias-multa. CIRCUNSTÂNCIAS LEGAIS Não vislumbro agravantes aplicáveis ao caso. Apesar de compreender aplicável a atenuante da confissão espontânea, artigo 65, inciso III, alínea d, do Código Penal, deixo de fazê-la incidir em razão do disposto na Súmula 231 do Superior Tribunal de Justiça. CAUSAS DE AUMENTO E DE DIMINUIÇÃO Na terceira fase do sistema dosimétrico, como restou demonstrado que ocorreu a morte dos animais, aplica-se a causa de aumento de pena prevista no artigo 32, §2º, da Lei 9.605/98, e, em razão da crueldade do meio empregado, bem como a circunstância de que se tratavam de animais indefesos - filhotes, aplico-lhe o patamar máximo de aumento (1/3). Não há causas de diminuição de pena, motivo pelo qual fixo pena definitiva para o delito em análise em 02 (DOIS) ANOS E 8 (OITO) MESES DE RECLUSÃO E 13 (TREZE) DIAS-MULTA. Considerando a situação econômica da ré, fixo, desde logo, o valor do dia multa em 1/30 do salário-mínimo vigente ao tempo do fato, em consonância com o art. 49, § 1º, do CP, valor a ser apurado em sede de execução. Em atenção às circunstâncias judiciais da ré, bem como ao disposto no art. 33, §2º,""c"", CPB, a sentenciada deve iniciar o cumprimento de pena no regime aberto. Presentes os pressupostos do art. 44, §2º do Código Penal, substituo a pena privativa de liberdade por duas penas restritivas de direitos, quais sejam: prestação de serviços à comunidade, consistente na atribuição de tarefas gratuitas à condenada, pelo interregno de tempo da pena privativa de liberdade imposta, cujo cumprimento será definido no Juízo da Execução, facultado seu cumprimento em metade do tempo da pena privativa de liberdade (art. 46, §4º, CP), e pagamento de prestação pecuniária no valor de 02 (dois) salários-mínimos a entidade pública ou privada com destinação social, a ser indicada pelo juízo da execução. Concedo a ré o direito de recorrer em liberdade. Condeno a ré ao pagamento das custas processuais, de acordo com o artigo 804, do Código de Processo Penal, observada a gratuidade de justiça Após o trânsito em julgado: a) Expeçam-se guias definitivas para execução penal; b) Registre-se no sistema POLIS, a suspensão dos direitos políticos; c) Oficie-se ao órgão de estatística competente; d) Inscreva-se o nome do réu no rol dos culpados; e) Arquive-se. Publique-se. Registre-se. Intimem-se. Canindé/CE, data da assinatura digital. LUCIANO NUNES MAIA FREIRE Juiz de Direito Núcleo de Produtividade Remota Ações Ambientais meta 10 CNJ"
00506630820218060055,09/08/2023,Certidão emitida
00506630820218060055,17/07/2023,Conclusos
00506630820218060055,17/07/2023,Concluso para Sentença
00506630820218060055,17/07/2023,Juntada de documento
00506630820218060055,14/07/2023,"Proferido despacho de mero expediente Juntem-se aos autos as certidões de antecedentes criminais atualizadas da ré. Aloque-se o processo em fila de conclusão para sentença. Cumpra-se. Canindé, 14 de julho de 2023. FRANCISCO HILTON DOMINGOS DE LUNA FILHO Juiz"
00506630820218060055,14/07/2023,Concluso para Despacho
00506630820218060055,14/07/2023,Juntada de Petição Nº Protocolo: WCND.23.01302903-0 Tipo da Petição: Memoriais Data:  09:40
00506630820218060055,05/07/2023,Certidão emitida
00506630820218060055,05/07/2023,Decorrido prazo
00506630820218060055,13/06/2023,Conclusos
00506630820218060055,10/06/2023,Certidão emitida
00506630820218060055,07/06/2023,Certidão emitida
00506630820218060055,05/06/2023,Concluso para Sentença
00506630820218060055,03/06/2023,Juntada de Petição Nº Protocolo: WCND.23.01807108-5 Tipo da Petição: Memoriais Data:  19:14
00506630820218060055,30/05/2023,Certidão emitida
00506630820218060055,22/05/2023,"Expedição de Termo de Audiência No dia 17 de maio de 2023, nesta cidade de Canindé, por volta das 08h49min, na sala de audiência deste Juízo, onde presente se encontrava o Dr. Francisco Hilton Domingos de Luna Filho, Juiz de Direito, Dr. Jairo Pequeno Neto, Promotor de Justiça, compareceu a acusada Francisca da Silva dos Santos acompanhada do Dr. Francisco Marcelio de Almeida Farias (OAB 6874/CE). Aberta a audiência pelo MM. juiz. Foram colhidas as declarações das testemunhas do Ministério Público DANIEL ARAGÃO MOTA, JOSE ATHAIDE BENICIO BEZERRA e FRANCISCO LUAN CAVALCANTE FREITAS. Em seguida foi ouvida a testemunha de defesa FRANCISCA VALDENIA FREITAS JULIÃO. Em seguida foi realizado o interrogatório da ré. Finda a instrução. Em sede de requerimentos, a defesa da ré requereu que fosse instaurado processo de incidente de insanidade mental da acusada, tendo o MM juiz indeferido pedido com a seguinte fundamentação: acerca do pedido de instauração de incidente de insanidade mental formulado pelo advogado da acusada, verifico que o art.149 do CPP exige para instauração do referido incidente dúvida sobre essa integridade mental, ocorre que após realizar neste ato presencialmente o interrogatório da acusada não se vislumbra por parte deste juízo tão pouco do MP qualquer dúvida acerca da higidez mental da denunciada, a defesa, embora sustente, também não junta prova alguma de que esta não gozasse de suas devidas faculdades mentais ainda que venha a sustentar o uso de algum medicamento para o tratamento de alguma doença psiquiátrica. Então diante de qualquer dúvida acerca da integridade mental da ré, posto que devidamente interrogada presencialmente por este juízo onde respondeu as perguntas de forma firme e segura, indefiro o pedido de instauração de insanidade mental. Por fim, o MM juiz determinou que as partes apresentem suas alegações finais por meio de memoriais escritos dentro do prazo legal. E nada mais havendo a tratar mandou o MM. Juiz encerrar este termo que lido e achado conforme segue devidamente assinado."
00506630820218060055,16/05/2023,Certidão emitida
00506630820218060055,16/05/2023,Juntada de documento
00506630820218060055,27/04/2023,Certidão emitida
00506630820218060055,27/04/2023,Juntada de documento
00506630820218060055,19/04/2023,Juntada de Carta Precatória/Rogatória
00506630820218060055,18/04/2023,Expedição de Mandado Mandado nº: 055.2023/001965-3 Situação: Cumprido - Ato negativo em 27/04/2023 Local: Oficial de justiça - Yuri Ferreira Pinho
00506630820218060055,18/04/2023,Expedição de Mandado Mandado nº: 055.2023/001964-5 Situação: Cumprido - Ato positivo em 16/05/2023 Local: Oficial de justiça - Joaquim Ribeiro Serafim
00506630820218060055,13/04/2023,Juntada de Carta Precatória/Rogatória
00506630820218060055,28/03/2023,Juntada de documento
00506630820218060055,22/03/2023,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico Relação: 0152/2023 Data da Disponibilização: 21/03/2023 Data da Publicação:  Número do Diário: Página:
00506630820218060055,21/03/2023,"Encaminhado edital/relação para publicação Relação: 0152/2023 Teor do ato: Vistos. Processo incluído na meta 10 do CNJ. Trata-se de Ação Penal proposta pelo Ministério Público do Estado do Ceará, em desfavor de Francisca da Silva dos Santos, cuja imputação é a infração penal prevista no artigo 32, §1º-A e 2º, da Lei nº 9.605/98. Aguarda-se realização da audiência de instrução designada. Após a audiência, sigam os autos conclusos para sentença. Expedientes necessários. Canindé (CE), 15 de março de 2023. LUCIANO NUNES MAIA FREIRE Juiz de Direito Advogados(s): Francisco Marcelio de Almeida Farias (OAB 6874/CE)"
00506630820218060055,21/03/2023,Juntada de documento
00506630820218060055,21/03/2023,Juntada de documento
00506630820218060055,21/03/2023,Certidão emitida
00506630820218060055,20/03/2023,Juntada de documento
00506630820218060055,20/03/2023,Juntada de documento
00506630820218060055,20/03/2023,Expedição de Ofício
00506630820218060055,20/03/2023,Expedida carta precatória
00506630820218060055,17/03/2023,Certidão emitida
00506630820218060055,16/03/2023,Certidão emitida
00506630820218060055,15/03/2023,"Proferido despacho de mero expediente Vistos. Processo incluído na meta 10 do CNJ. Trata-se de Ação Penal proposta pelo Ministério Público do Estado do Ceará, em desfavor de Francisca da Silva dos Santos, cuja imputação é a infração penal prevista no artigo 32, §1º-A e 2º, da Lei nº 9.605/98. Aguarda-se realização da audiência de instrução designada. Após a audiência, sigam os autos conclusos para sentença. Expedientes necessários. Canindé (CE), 15 de março de 2023. LUCIANO NUNES MAIA FREIRE Juiz de Direito"
