numero_processo,data_movimento,descricao_movimento
00503048220208060123,05/03/2024,Concluso para Sentença
00503048220208060123,05/03/2024,Juntada de Petição Nº Protocolo: WMER.24.00410193-0 Tipo da Petição: Parecer do Ministério Público Data:  17:14
00503048220208060123,04/03/2024,Certidão emitida
00503048220208060123,04/03/2024,Expedição de Ato Ordinatório Vista a(o) Ministério Público para se manifestar acerca das certidões acostadas nas páginas 33/35 sobre possível ocorrência de prescrição virtual (ou hipotética ou em perspectiva ou antecipada).
00503048220208060123,04/03/2024,Certidão emitida
00503048220208060123,04/03/2024,Juntada de documento
00503048220208060123,26/02/2024,Concluso para Despacho
00503048220208060123,02/08/2023,"Proferido despacho de mero expediente Trata-se aqui da imputação de delito de menor potencial ofensivo, que deve tramitar pelo juizado especial criminal. Os feitos do juizado especial, perante este juízo, passaram a tramitar no sistema PJe, para onde determino seja providenciada a migração destes autos, com as cautelas de praxe. Após, proceda-se da forma determinada no despacho de fl. 30."
00503048220208060123,02/08/2023,Concluso para Despacho
00503048220208060123,28/02/2022,Concluso para Despacho
00503048220208060123,02/09/2020,"Proferido despacho de mero expediente Designe-se audiência preliminar, nos tremos do artigo 72 e seguintes da Lei nº 9.099/95 e na forma requerida pelo Ministério Público, no parecer de páginas. O autor do fato deverá comparecer à audiência acompanhando de advogado, sob pena de nomeação de defensor dativo. Junte-se certidão atualizada de antecedentes criminais. Expedientes necessários."
00503048220208060123,25/08/2020,Concluso para Despacho
00503048220208060123,25/08/2020,Juntada de Petição Nº Protocolo: WMER.20.00395281-9 Tipo da Petição: Parecer do Ministério Público Data:  15:21
00503048220208060123,19/08/2020,Certidão emitida
00503048220208060123,19/08/2020,Expedição de Ato Ordinatório Vista ao Ministério Público.
00503048220208060123,18/08/2020,Processo Distribuído por Sorteio
00503154820208060047,26/06/2025,"Proferido despacho de mero expediente Proceda-se com a devolução da fiança, conforme requerimento de fls. 146. Após, arquivem-se os autos. Expedientes necessários."
00503154820208060047,23/06/2025,Concluso para Despacho
00503154820208060047,12/06/2025,Certidão emitida
00503154820208060047,02/06/2025,Certidão emitida
00503154820208060047,02/06/2025,Juntada de documento
00503154820208060047,24/02/2025,Expedição de Mandado Mandado nº: 047.2025/000573-6 Situação: Cumprido - Ato negativo em 02/06/2025 Local: Oficial de justiça - Raphaela Ribeiro de Moraes
00503154820208060047,19/02/2025,"Proferido despacho de mero expediente Intime-se o autuado Antônio Ananias Cordeiro Pinto para que compareça à Secretaria da Vara, no prazo de 05 (cinco) dias, com os documentos de identificação (RG, CPF e comprovante de endereço), para serem juntados ao pedido de restituição de fiança."
00503154820208060047,17/02/2025,Concluso para Despacho
00503154820208060047,14/02/2025,Certidão emitida
00503154820208060047,30/11/2024,Certidão emitida
00503154820208060047,30/11/2024,Juntada de documento
00503154820208060047,26/11/2024,Certidão emitida
00503154820208060047,26/11/2024,Juntada de Petição Nº Protocolo: WBAT.24.01804247-7 Tipo da Petição: Petições Intermediárias Diversas Data: 25/11/2024 21:29
00503154820208060047,18/11/2024,Expedição de Mandado Mandado nº: 047.2024/003857-7 Situação: Cumprido - Ato positivo em 30/11/2024 Local: Oficial de justiça - FRANCISCO DOMIRO RIBEIRO FILHO
00503154820208060047,14/11/2024,"Expedição de Ato Ordinatório Conforme disposição expressa nos arts. 129 a 133 do Provimento nº 02/2021, publicado às fls. 24/99 do DJ-e que circulou em 28/01/2021, emanado da Corregedoria Geral da Justiça do Estado do Ceará, para que possa imprimir andamento ao processo, a secretaria para proceder com a intimação do autuado para ciência da restituição da fiança conforme determinado na ata de audiência de fls. 140."
00503154820208060047,29/10/2024,Transitado em Julgado
00503154820208060047,29/10/2024,Certidão emitida
00503154820208060047,23/09/2024,Extinta a punibilidade por prescrição
00503154820208060047,12/09/2024,Expedição de Termo de Audiência
00503154820208060047,17/08/2024,Certidão emitida
00503154820208060047,17/08/2024,Juntada de documento
00503154820208060047,01/08/2024,Certidão emitida
00503154820208060047,01/08/2024,Juntada de documento
00503154820208060047,31/07/2024,Certidão emitida
00503154820208060047,31/07/2024,Juntada de documento
00503154820208060047,15/07/2024,Expedição de Mandado Mandado nº: 047.2024/002246-8 Situação: Cumprido - Ato positivo em 01/08/2024 Local: Oficial de justiça - FRANCISCO DOMIRO RIBEIRO FILHO
00503154820208060047,15/07/2024,Expedição de Mandado Mandado nº: 047.2024/002244-1 Situação: Cumprido - Ato positivo em 17/08/2024 Local: Oficial de justiça - Maria Everalda de Oliveira Timbó
00503154820208060047,15/07/2024,Expedição de Mandado Mandado nº: 047.2024/002245-0 Situação: Cumprido - Ato positivo em 31/07/2024 Local: Oficial de justiça - FRANCISCO DOMIRO RIBEIRO FILHO
00503154820208060047,15/07/2024,Certidão emitida
00503154820208060047,28/06/2024,"Expedição de Ato Ordinatório Conforme disposição expressa nos arts. 129 a 133 do Provimento nº 02/2021, publicado às fls. 24/99 do DJ-e que circulou em 28/01/2021, emanado da Corregedoria Geral da Justiça do Estado do Ceará, para que possa imprimir andamento ao processo, remeto os presentes autos para o Ministério Público, bem como, à Defesa para tomarem conhecimento acerca da Audiência Preliminar designada para o dia 03 de Setembro de 2024, às 11:20h, a ser realizada mediante videoconferência pela Plataforma MICROSOFT TEAMS, conforme instruções que seguem adiante. Seu link convite de acesso à Sala de Audiências através da plataforma MICROSOFT TEAMS é: Link: https://link.tjce.jus.br/28f719"
00503154820208060047,28/06/2024,Certidão emitida
00503154820208060047,17/06/2024,Proferido despacho de mero expediente Designo a audiência Preliminar para 03/09/2024 às 11:20h. Expedientes Necessários.
00503154820208060047,10/06/2024,Audiência Designada Preliminar Data: 03/09/2024 Hora 11:20 Local: Sala de Audiência Situacão: Realizada
00503154820208060047,15/03/2024,Concluso para Despacho
00503154820208060047,15/03/2024,Certidão emitida
00503154820208060047,04/03/2024,Juntada de Petição Nº Protocolo: WBAT.24.01300310-4 Tipo da Petição: Parecer do Ministério Público Data:  10:00
00503154820208060047,19/02/2024,Certidão emitida
00503154820208060047,08/02/2024,Certidão emitida
00503154820208060047,08/02/2024,"Expedição de Ato Ordinatório Conforme disposição expressa nos arts. 129 a 133 do Provimento nº 02/2021, publicado às fls. 24/99 do DJ-e que circulou em 28/01/2021, emanado da Corregedoria Geral da Justiça do Estado do Ceará, para que possa imprimir andamento ao processo, que remeto os presentes autos para o Ministério Público, em razão da certidão retro."
00503154820208060047,07/02/2024,Certidão emitida
00503154820208060047,07/02/2024,Certidão emitida
00503154820208060047,05/09/2023,Certidão emitida
00503154820208060047,05/09/2023,Juntada de documento
00503154820208060047,06/06/2023,Expedição de Mandado Mandado nº: 047.2023/002093-4 Situação: Cumprido - Ato positivo em 05/09/2023 Local: Oficial de justiça - Raphaela Ribeiro de Moraes
00503154820208060047,12/05/2023,"Proferido despacho de mero expediente Intime-se o autor do fato para informar nos autos, no prazo de dez dias, através de advogado constituído ou pela Defensoria Pública, o aceite ou não da proposta de suspensão condicional do processo oferecida pelo Ministério Público, em que cumprirá, pelo prazo de dois anos, as seguintes condições: I- proibição de frequentarbares, cabarés ou congêneres; II- proibição de ausentar-se da comarca onde reside, sem autorização do Juiz; III- comparecimento pessoal e obrigatório em juízo, a cada três meses, para informar e justificar suas atividades; IV - não delinquir. Deverá ser advertido de quesuspensão será revogada se, no curso do período de prova, o beneficiário vier a ser processado por outro crime ou sedescumprir qualquer outra condição imposta. Com a manifestação do réu, renove-se para conclusão."
00503154820208060047,03/03/2023,Concluso para Despacho
00503154820208060047,06/02/2023,Certidão emitida
00503154820208060047,31/01/2023,Juntada de Petição Nº Protocolo: WBAT.23.01300171-2 Tipo da Petição: Denúncia Data:  12:41
00503154820208060047,25/09/2022,Certidão emitida
00503154820208060047,14/09/2022,Certidão emitida
00503154820208060047,14/09/2022,"Expedição de Ato Ordinatório Conforme disposição expressa nos arts. 129 a 133 do Provimento nº 02/2021, publicado às fls. 24/99 do DJ-e que circulou em 28/01/2021, emanado da Corregedoria Geral da Justiça do Estado do Ceará, para que possa imprimir andamento ao processo, remeto os presentes autos com vista ao Ministério Público para que se manifeste requerendo o que entender de direito e oportuno."
00503154820208060047,13/09/2022,Juntada de Petição Nº Protocolo: WBAT.22.01301581-0 Tipo da Petição: Parecer do Ministério Público Data:  19:41
00503154820208060047,04/07/2022,Certidão emitida
00503154820208060047,23/06/2022,Certidão emitida
00503154820208060047,23/06/2022,"Expedição de Ato Ordinatório Conforme disposição expressa nos arts. 129 a 133 do Provimento nº 02/2021, publicado às fls. 24/99 do DJ-e que circulou em 28/01/2021, emanado da Corregedoria Geral da Justiça do Estado do Ceará, para que possa imprimir andamento ao processo, remeto os presentes autos com vista ao Ministério Público."
00503154820208060047,10/06/2022,Juntada de Petição Nº Protocolo: WBAT.22.01300970-4 Tipo da Petição: Parecer do Ministério Público Data:  10:45
00503154820208060047,05/03/2022,Certidão emitida
00503154820208060047,22/02/2022,Certidão emitida
00503154820208060047,22/02/2022,Certidão emitida
00503154820208060047,08/12/2021,Proferido despacho de mero expediente Defiro prazo de 30 (trinta) dias conforme requerido pelo membro do Ministério Público fl. 73. Ciência ao Ministério Público. Expedientes necessários
00503154820208060047,08/12/2021,Concluso para Despacho
00503154820208060047,29/11/2021,"Certidão emitida CERTIFICO, face às prerrogativas por lei conferidas, que faço os presentes autos conclusos ao MMº. Juiz de Direito, Dr. Bernardo Raposo Vidal, em razão do parecer ministerial de págs. 72/73. O referido é verdade. Dou fé."
00503154820208060047,27/11/2021,Juntada de Petição Nº Protocolo: WBAT.21.00396887-2 Tipo da Petição: Parecer do Ministério Público Data:  11:28
00503154820208060047,15/09/2021,Decorrido prazo
00503154820208060047,24/07/2021,Certidão emitida
00503154820208060047,23/07/2021,"Proferido despacho de mero expediente Defiro o pedido do órgão Ministerial, devendo os autos aguardarem na Secretaria deste juízo pelo prazo de 30 (trinta) dias, considerando a ausência de contato telefônico do réu nos autos, o que impossibilita a realização do ato por meio virtual. Decorrido o prazo de trinta dias, a contar do presente despacho, intime-se o Ministério Público para manifestação. Expedientes necessários."
00503154820208060047,14/07/2021,Concluso para Despacho
00503154820208060047,14/07/2021,Certidão emitida
00503154820208060047,14/07/2021,Certidão emitida
00503154820208060047,14/07/2021,"Expedição de Ato Ordinatório Faço remessa dos presentes autos ao Representante do Ministério Público, considerando o decurso de prazo da autoridade policial."
00503154820208060047,25/06/2021,Decorrido prazo
00503154820208060047,24/05/2021,Certidão emitida
00503154820208060047,13/05/2021,Certidão emitida
00503154820208060047,13/05/2021,"Expedição de Ato Ordinatório Conforme disposição expressa nos arts. 129 a 133 do Provimento nº 02/2021, publicado às fls. 24/99 do DJ-e que circulou em 28/01/2021, emanado da Corregedoria Geral da Justiça do Estado do Ceará, para que possa imprimir andamento ao processo, faço remessa dos autos a autoridade policial nos termos da manifestação ministerial de pág. 60/61."
00503154820208060047,07/05/2021,Juntada de Petição Nº Protocolo: WBAT.21.00395800-1 Tipo da Petição: Parecer do Ministério Público Data:  10:49
00503154820208060047,17/03/2021,Certidão emitida
00503154820208060047,05/03/2021,Certidão emitida
00503154820208060047,04/03/2021,"Proferido despacho de mero expediente Abra-se vista ao Ministério Público, oficiante desta Unidade Jurisdicional, para fins de ciência acerca da manifestação da Autoridade Policial à fl.56, bem como para requerer o devido, no prazo de 15 (quinze) dias."
00503154820208060047,03/03/2021,Concluso para Despacho
00503154820208060047,02/03/2021,Juntada de Petição Nº Protocolo: WBAT.21.00165581-8 Tipo da Petição: Inquérito Policial Data:  14:51
00503154820208060047,23/02/2021,Certidão emitida
00503154820208060047,19/02/2021,"Proferido despacho de mero expediente Acolho o parecer do Ministério Público para determinar a remessa dos autos à Delegacia de origem para o cumprimento da diligência requerida às fls. 50/51 dos autos, no prazo de 30 (trinta) dias."
00503154820208060047,18/02/2021,Concluso para Despacho
00503154820208060047,15/02/2021,Juntada de Petição Nº Protocolo: WBAT.21.00395180-5 Tipo da Petição: Parecer do Ministério Público Data:  16:51
00503154820208060047,08/02/2021,Certidão emitida
00503154820208060047,03/02/2021,"Proferido despacho de mero expediente Em face do lapso temporal decorrido nos autos, abra-se novamente vista dos autos ao Ministério Público, oficiante desta Unidade Jurisdicional, para fins de manifestação, no prazo de 15 (quinze) dias."
00503154820208060047,02/02/2021,Concluso para Despacho
00503154820208060047,02/02/2021,Juntada de Petição
00503154820208060047,08/01/2021,"Processo Redistribuído por Sorteio Portaria nº 1724/2020, de 18.12.2020"
00503154820208060047,03/09/2020,Certidão emitida
00503154820208060047,03/09/2020,Juntada de documento
00503154820208060047,03/09/2020,"Outras Decisões Pelo contido no procedimento, considero adequado o arbitramento da fiança pela autoridade policial, figurando o crime em tela entre aqueles cuja concessão da fiança é de sua competência, conforme previsão do artigo 322, ""caput"", do Código de Processo Penal, sendo de se destacar que a medida é apta a assegurar o comparecimento do autuado a todos os atos do processo, portanto, preenchido o requisito autorizador do artigo 319, VIII, do CPP. Por tais razões, homologo o arbitramento da fiança realizado pela autoridade policial."
00503154820208060047,17/08/2020,Juntada de Petição Nº Protocolo: WBAT.20.00167076-0 Tipo da Petição: Inquérito Policial Data:  16:38
00503154820208060047,17/08/2020,Conclusos
00503154820208060047,17/08/2020,Processo Distribuído por Sorteio
00005631420188060133,27/02/2025,Recebido Recurso Eletrônico Data do julgamento: 24/02/2022 21:36:32 Tipo de julgamento: Decisão monocrática Decisão: Relatora: FRANCISCA ADELINEIDE VIANA
00005631420188060133,15/10/2021,Juntada de Ofício
00005631420188060133,05/10/2021,Juntada de Ofício
00005631420188060133,15/07/2021,Juntada de Ofício
00005631420188060133,12/01/2021,Juntada de Ofício
00005631420188060133,12/08/2020,Juntada de documento
00005631420188060133,11/08/2020,Remetido Recurso Eletrônico ao Tribunal de Justiça
00005631420188060133,11/08/2020,Certidão emitida
00005631420188060133,10/08/2020,Juntada de documento
00005631420188060133,10/08/2020,Expedição de Ofício
00005631420188060133,08/08/2020,"Expedição de Ato Ordinatório Conforme disposição expressa no Provimento nº 01/2019, publicado às fls. 12/16 do DJ-e que circulou em 10/01/2019, emanado da Corregedoria Geral da Justiça, para que possa imprimir andamento ao processo, procedo a expedição de informação de Habeas Corpus."
00005631420188060133,05/08/2020,Guia de recolhimento de preso
00005631420188060133,05/08/2020,Guia de recolhimento de preso
00005631420188060133,03/08/2020,Expedição de Certidão de Anulação de Peças - BNMP
00005631420188060133,24/07/2020,Juntada de Petição
00005631420188060133,16/07/2020,Juntada de Ofício
00005631420188060133,13/07/2020,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico
00005631420188060133,24/06/2020,Juntada de Petição Nº Protocolo: WNRU.20.00166366-6 Tipo da Petição: Contrarrazões Recursais Data:  11:15
00005631420188060133,15/06/2020,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico Relação :0086/2020 Data da Publicação: 16/06/2020 Número do Diário: 2394
00005631420188060133,12/06/2020,"Encaminhado edital/relação para publicação Relação: 0086/2020 Teor do ato: Intimação para apresentar CONTRARRAZÕES ao recurso de apelação do Ministério Público, no prazo legal. Advogados(s): Carlos Jose Evangelista de Castro (OAB 12202/CE), Francisco Carlos de Sousa (OAB 27845/CE)"
00005631420188060133,12/06/2020,"Expedição de Ato Ordinatório Intimação para apresentar CONTRARRAZÕES ao recurso de apelação do Ministério Público, no prazo legal."
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de Ofício
00005631420188060133,10/06/2020,Juntada de Petição
00005631420188060133,10/06/2020,Juntada de Petição
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de Petição
00005631420188060133,10/06/2020,Juntada de Petição
00005631420188060133,10/06/2020,Juntada de mandado
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de Petição
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de Ofício
00005631420188060133,10/06/2020,Juntada de Ofício
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de Ofício
00005631420188060133,10/06/2020,Juntada de Ofício
00005631420188060133,10/06/2020,Juntada de Carta Precatória/Rogatória
00005631420188060133,10/06/2020,Juntada de Petição
00005631420188060133,10/06/2020,Juntada de Ofício
00005631420188060133,10/06/2020,Certidão emitida
00005631420188060133,10/06/2020,Certidão emitida
00005631420188060133,10/06/2020,Certidão emitida
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de mandado
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de Ofício
00005631420188060133,10/06/2020,Juntada de Ofício
00005631420188060133,10/06/2020,Juntada de Ofício
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de Ofício
00005631420188060133,10/06/2020,Juntada de mandado
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de Petição
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de Carta Precatória/Rogatória
00005631420188060133,10/06/2020,Juntada de Petição
00005631420188060133,10/06/2020,Juntada de Ofício
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de Petição
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de mandado
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Juntada de documento
00005631420188060133,10/06/2020,Conversão para Processo Digital
00005631420188060133,09/06/2020,Recebidos os Autos pela Unidade Judiciária RECEBIDO OS AUTOS PELA UNIDADE JUDICIARIA
00005631420188060133,03/03/2020,Autos Entregues em Carga ao Advogado CARGA DR. CARLOS CASTRO
00005631420188060133,11/02/2020,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico Relação :0024/2020 Data da Disponibilização:  Data da Publicação: 12/02/2020 Número do Diário: 2317 Página: 977
00005631420188060133,10/02/2020,"Encaminhado edital/relação para publicação Relação: 0024/2020 Teor do ato: Recebo os recursos de apelação do Ministério Público de fls. 321/328 e de ambos os réus, de fls. 329 e 339/340, devendo os réus serem intimados para apresentarem contrarrazões ao recurso de apelação do Ministério Público, no prazo legal. Após, determino a remessa dos autos ao Egrégio Tribunal de Justiça, para que sejam apresentadas as razões recursais pelos réus e para superior apreciação dos recursos apresentados. Advogados(s): Francisco Carlos de Sousa (OAB 27845/CE)"
00005631420188060133,07/02/2020,"Proferido despacho de mero expediente Recebo os recursos de apelação do Ministério Público de fls. 321/328 e de ambos os réus, de fls. 329 e 339/340, devendo os réus serem intimados para apresentarem contrarrazões ao recurso de apelação do Ministério Público, no prazo legal. Após, determino a remessa dos autos ao Egrégio Tribunal de Justiça, para que sejam apresentadas as razões recursais pelos réus e para superior apreciação dos recursos apresentados."
00005631420188060133,07/02/2020,Recebidos os Autos pela Unidade Judiciária
00005631420188060133,07/02/2020,Remessa dos autos à Vara de Origem Tipo de local de destino: Cartório Especificação do local de destino: Secretaria da 2ª Vara da Comarca de Nova Russas
00005631420188060133,06/02/2020,Conclusos
00005631420188060133,06/02/2020,Juntada de Petição Recurso de Apelação em fls. 339/340
00005631420188060133,05/02/2020,Recebidos os Autos pela Unidade Judiciária Recebido os Autos
00005631420188060133,24/01/2020,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico Relação :0011/2020 Data da Disponibilização: 22/01/2020 Data da Publicação: 23/01/2020 Número do Diário: 2303 Página: 741
00005631420188060133,23/01/2020,Recebidos os Autos pelo Advogado
00005631420188060133,23/01/2020,Autos Entregues em Carga ao Advogado Tipo de local de destino: Advogado Especificação do local de destino: Carlos Jose Evangelista de Castro
00005631420188060133,21/01/2020,Encaminhado edital/relação para publicação Relação: 0011/2020 Teor do ato: Defiro o pedido de fls. 336/337. Intime-se o réu por seu advogado para requerer o entender de direito no prazo de 05 (cinco) dias. Advogados(s): Carlos Jose Evangelista de Castro (OAB 12202/CE)
00005631420188060133,21/01/2020,Proferido despacho de mero expediente Defiro o pedido de fls. 336/337. Intime-se o réu por seu advogado para requerer o entender de direito no prazo de 05 (cinco) dias.
00005631420188060133,20/01/2020,Concluso para Despacho
00005631420188060133,20/01/2020,Juntada de Petição Pedido de devolução de prazo
00005631420188060133,15/01/2020,Recebidos os Autos pela Unidade Judiciária recebidos do ADV CARLOS CASTRO
00005631420188060133,14/01/2020,Autos Entregues em Carga ao Advogado
00005631420188060133,03/12/2019,Juntada de Ofício Juntada a petição diversa - Tipo: Ofício em Ação Penal - Procedimento Ordinário - Número: 80006 - Protocolo: WNRU19000257662
00005631420188060133,19/11/2019,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico Relação :0145/2019 Data da Publicação: 10/10/2019 Número do Diário: 2242
00005631420188060133,19/11/2019,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico Relação :0062/2019 Data da Publicação: 24/06/2019 Número do Diário: 2165
00005631420188060133,19/11/2019,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico Relação :0037/2019 Data da Publicação: 25/04/2019 Número do Diário: 2125
00005631420188060133,19/11/2019,Despacho/Decisão disponibilizado no Diário de Justiça Eletrônico Relação :0037/2019 Data da Publicação: 25/04/2019 Número do Diário: 2125
00005631420188060133,13/11/2019,Juntada de Petição Juntada a petição diversa - Tipo: RECURSO DE APELAÇÃO em Ação Penal - Procedimento Ordinário - Número: 80005 - Protocolo: WNRU19000255872
00005631420188060133,13/11/2019,Juntada de Parecer do Ministério Público
00005631420188060133,01/11/2019,Recebidos os Autos pela Unidade Judiciária
